"period","flux","variation","flux_unit","annual","area","mean","ci_lwr","ci_upr","area_m2","mean_area","ci_lwr_area","ci_upr_area","flux_fct"
"before","reservoir emissions",NA,"CO2-eq","yes","reservoir",476,415,537,36340.0762632114,17297876.3012886,15081131.6492327,19514620.9533445,"reservoir emissions"
"before","reservoir emissions",NA,"C","yes","reservoir",29.046951310991,25.3245478866833,32.7693547352987,36340.0762632114,1055568.4258552,920296.001533422,1190840.85017698,"reservoir emissions"
"before","reservoir burial",NA,"CO2-eq","yes","reservoir",-1183.1407319952,-12299.4051290424,-12.4330250571384,36340.0762632114,-42995424.4308175,-446961320.381536,-451817.078758828,"reservoir burial"
"before","reservoir burial",NA,"C","yes","reservoir",-322.870261105713,-3356.41571460577,-3.39287959409753,36340.0762632114,-11733129.9117046,-121972403.039815,-123297.503201398,"reservoir burial"
"burp","exposed sediment CO2","0.0833333333333333","CO2-eq","no","exposed sediment area",14.4928497640574,0.611242551573707,82.6087361676864,15950.4225713997,231167.078000527,9749.57699122123,1317644.24996387,"exposed sediment CO2"
"burp","exposed sediment CO2","1","CO2-eq","no","exposed sediment area",173.914197168689,7.33491061888444,991.304834012234,15950.4225713997,2774004.93600632,116994.923894654,15811730.9995664,"exposed sediment CO2"
"burp","exposed sediment CO2","5","CO2-eq","no","exposed sediment area",869.570985843445,36.6745530944222,4956.52417006117,15950.4225713997,13870024.6800316,584974.61947327,79058654.9978321,"exposed sediment CO2"
"burp","exposed sediment CO2","10","CO2-eq","no","exposed sediment area",1739.14197168689,73.3491061888443,9913.04834012234,15950.4225713997,27740049.3600632,1169949.23894654,158117309.995664,"exposed sediment CO2"
"burp","exposed sediment CO2","30","CO2-eq","no","exposed sediment area",5217.42591506063,220.047318246077,29739.145020367,15950.4225713997,83220148.080189,3509847.71172821,474351929.986992,"exposed sediment CO2"
"burp","exposed sediment CO2","100","CO2-eq","no","exposed sediment area",17390.3927159248,731.852847946295,99129.6255889498,15950.4225713997,277384112.501593,11673362.1848258,1581159417.48839,"exposed sediment CO2"
"burp","exposed sediment CO2","0.0833333333333333","C","no","exposed sediment area",3.95499035824425,0.166803522935702,22.5433065524634,15950.4225713997,63083.7674798074,2660.58667722262,359575.265668396,"exposed sediment CO2"
"burp","exposed sediment CO2","1","C","no","exposed sediment area",47.459884298931,2.0016422752284,270.51967862956,15950.4225713997,757005.209757689,31927.040126671,4314903.18802074,"exposed sediment CO2"
"burp","exposed sediment CO2","5","C","no","exposed sediment area",237.299421494655,10.008211376142,1352.5983931478,15950.4225713997,3785026.04878845,159635.200633355,21574515.9401037,"exposed sediment CO2"
"burp","exposed sediment CO2","10","C","no","exposed sediment area",474.59884298931,20.016422752284,2705.1967862956,15950.4225713997,7570052.09757689,319270.40126671,43149031.8802074,"exposed sediment CO2"
"burp","exposed sediment CO2","30","C","no","exposed sediment area",1423.79652896792,60.049268169402,8115.5903588868,15950.4225713997,22710156.2927305,957811.202405266,129447095.640622,"exposed sediment CO2"
"burp","exposed sediment CO2","100","C","no","exposed sediment area",4745.70816901288,199.717171184617,27051.7337723992,15950.4225713997,75696050.6962992,3185573.27515922,431486584.958773,"exposed sediment CO2"
"burp","exposed sediment CH4","no_pore_0.0833333333333333","CO2-eq","no","exposed sediment area",5.04361096975734,-14.5945760135545,22.0222586848052,15950.4225713997,80447.7262533768,-232789.654666609,351264.331999321,"exposed sediment CH4"
"burp","exposed sediment CH4","no_pore_1","CO2-eq","no","exposed sediment area",60.5233316370881,-175.134912162654,264.267104217663,15950.4225713997,965372.715040522,-2793475.85599931,4215171.98399186,"exposed sediment CH4"
"burp","exposed sediment CH4","no_pore_5","CO2-eq","no","exposed sediment area",302.61665818544,-875.674560813267,1321.33552108831,15950.4225713997,4826863.5752026,-13967379.2799965,21075859.9199592,"exposed sediment CH4"
"burp","exposed sediment CH4","no_pore_10","CO2-eq","no","exposed sediment area",605.233316370881,-1751.34912162653,2642.67104217663,15950.4225713997,9653727.15040522,-27934758.5599929,42151719.8399186,"exposed sediment CH4"
"burp","exposed sediment CH4","no_pore_30","CO2-eq","no","exposed sediment area",1815.69994903134,-5254.04736487559,7928.01312652859,15950.4225713997,28961181.4499189,-83804275.679915,126455159.519735,"exposed sediment CH4"
